CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA,ACREDITADA_3AHNOS
16102,16,INGENIERÍA CIVIL EN TELEMÁTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,45,12.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S,
16103,16,INGENIERÍA CIVIL MECATRÓNICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,90,20.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S,
16104,16,INGENIERÍA CIVIL EN BIOTECNOLOGÍA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,70,15.0,,,,N,,,N,21,21,4.0,N,,0,S,6,13,8.0,S,
16105,16,INGENIERÍA CIVIL EN AMBIENTE,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,40,10.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,4.0,S,
16106,16,DISEÑO EN COMUNICACIÓN VISUAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,10.0,N,485,500.0,40,14.0,,,,N,,,S,21,21,3.0,N,,0,S,5,13,,N,
16107,16,INGENIERÍA CIVIL EN GEOMENSURA Y GEOMÁTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,30,15.0,,,,N,,,N,21,21,5.0,N,,0,S,5,13,6.0,S,
16108,16,ASTROFÍSICA CON MENCIÓN EN CIENCIA DE DATOS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,10,20,,10.0,S,485,600.0,25,5.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,5.0,S,
16109,16,DISEÑO INDUSTRIAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,450.0,50,16.0,,,,N,,,S,21,21,2.0,N,,0,S,5,13,6.0,S,
16110,16,ANÁLISIS Y GESTIÓN DE PROCESOS PRODUCTIVOS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,38,15.0,,,,N,,,S,21,21,3.0,N,,0,S,6,13,4.0,S,
16111,16,INGENIERÍA CIVIL EN TERRITORIO Y MEDIOAMBIENTE,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,25,10.0,,,,N,,,N,21,21,5.0,N,,0,S,6,13,5.0,S,
16112,16,GESTIÓN DE PERSONAS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,450.0,43,10.0,,,,N,,,S,21,21,2.0,N,,0,S,6,13,,N,
17000,17,"AGRONOMIA, LICENCIATURA EN AGRONOMÍA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,25,0,,10.0,N,485,,100,25.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N,
17001,17,"BIOLOGIA MARINA, LICENCIATURA EN BIOLOGIA MARINA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,10,20,0,,20.0,N,485,,50,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,14,4.0,S,
17002,17,"BIOQUIMICA, LICENCIATURA EN BIOQUIMICA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,35,15,25,0,,15.0,N,500,,50,20.0,,,,N,,,N,21,21,2.0,N,,0,S,11,14,4.0,S,
17003,17,"AUDITORIA, LICENCIATURA EN CONTROL DE GESTION",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,25,0,10.0,10.0,N,485,,50,15.0,,,,N,,,S,21,21,2.0,N,,0,S,10,14,,N,
17004,17,"INGENIERIA CIVIL EN OBRAS CIVILES, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,500,,70,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,3.0,S,
17005,17,"ENFERMERIA, LICENCIATURA EN ENFERMERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,20,0,,15.0,N,500,,60,20.0,,,,N,,,N,21,21,2.0,N,,0,S,3,14,,N,
17008,17,"INGENIERIA CIVIL EN INFORMATICA, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,85,20.0,,,,N,,,N,21,21,2.0,N,,0,S,15,14,4.0,S,
17009,17,"INGENIERÍA COMERCIAL, LIC. EN CIENCIAS DE LA ADMI. DE EMPRESAS",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,25,0,10.0,10.0,N,485,,100,30.0,,,,N,,,S,21,21,2.0,N,,0,S,12,14,,N,
17013,17,"MEDICINA: CAMPO CLINICO VALDIVIA, LICENCIATURA EN MEDICINA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,15,30,0,,15.0,N,500,,46,7.0,,,,N,,,N,21,21,1.0,N,,0,S,1,14,,N,
17014,17,"MEDICINA VETERINARIA, LICENCIATURA EN MEDICINA VETERINARIA",UNIVERSIDAD AUSTRAL DE CHILE,14,15,30,10,25,0,,20.0,N,500,,100,20.0,,,,N,,,N,21,21,2.0,N,,0,S,9,14,,N,
17015,17,"OBSTETRICIA Y PUERICULTURA, LICENCIATURA EN OBSTETRICIA Y PUERICULTURA",UNIVERSIDAD AUSTRAL DE CHILE,14,15,35,20,15,0,,15.0,N,500,,50,10.0,,,,N,,,N,21,21,2.0,N,,0,S,4,14,,N,
17028,17,"TECNOLOGIA MEDICA, LICENCIATURA EN TECNOLOGÍA MEDICA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,20,0,,15.0,N,500,,57,18.0,,,,N,,,N,21,21,2.0,N,,0,S,5,14,,N,
17029,17,"ANTROPOLOGIA, LICENCIATURA EN ANTROPOLOGIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,25,10,0,15.0,,N,485,,42,15.0,,,,N,,,N,21,21,2.0,N,,0,S,8,14,,N,
17030,17,"INGENIERIA CIVIL ACUSTICA, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,20,15.0,,,,N,,,N,21,21,2.0,N,,0,S,13,14,2.0,S,
17031,17,"MEDICINA : CAMPO CLINICO OSORNO, LICENCIATURA EN MEDICINA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,15,30,0,,15.0,N,500,,19,4.0,,,,N,,,N,21,21,1.0,N,,0,S,2,14,,N,
17032,17,"TERAPIA OCUPACIONAL, LICENCIATURA EN TERAPIA OCUPACIONAL",UNIVERSIDAD AUSTRAL DE CHILE,14,15,30,20,20,0,,15.0,N,500,,52,15.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N,
17033,17,"ARQUITECTURA, LICENCIATURA EN ARQUITECTURA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,20,15,35,0,10.0,10.0,N,500,,80,20.0,,,,N,,,S,21,21,2.0,N,,0,S,11,14,,N,
17034,17,"QUIMICA Y FARMACIA, LICENCIATURA EN CIENCIAS FARMACEUTICAS",UNIVERSIDAD AUSTRAL DE CHILE,14,15,35,15,15,0,,20.0,N,500,,90,20.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N,S
17036,17,"INGENIERIA CIVIL ELECTRONICA, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,52,15.0,,,,N,,,N,21,21,2.0,N,,0,S,8,14,3.0,S,
17037,17,"INGENIERIA EN CONSTRUCCION, LICENCIATURA EN CIENCIAS DE LA CONSTRUCCIÓN",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,67,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,4.0,S,N
17040,17,"INGENIERIA NAVAL, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,55,18.0,,,,N,,,N,21,21,2.0,N,,0,S,8,14,3.0,S,
17052,17,"INGENIERIA CIVIL INDUSTRIAL, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,80,20.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,2.0,S,
17054,17,"ADMINISTRACION DE EMPRESAS DE TURISMO, LICENCIATURA EN TURISMO",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,20,15,0,15.0,,N,485,,45,27.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N,
17056,17,"PERIODISMO, LICENCIATURA EN COMUNICACION SOCIAL",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,25,10,0,15.0,,N,485,,42,18.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N,S
17065,17,LICENCIATURA EN ARTES VISUALES,UNIVERSIDAD AUSTRAL DE CHILE,14,30,30,15,10,0,15.0,,N,500,,40,10.0,,,,N,,,N,21,21,2.0,N,,0,S,11,14,,N,S
17074,17,"PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION, LICENCIATURA EN EDUCACION",UNIVERSIDAD AUSTRAL DE CHILE,14,20,40,15,10,0,15.0,15.0,N,485,,55,13.0,,,,N,,,S,21,21,2.0,S,,0,S,11,14,,N,
17076,17,"KINESIOLOGIA, LICENCIATURA EN KINESIOLOGIA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,10,25,0,,15.0,N,500,,57,20.0,,,,N,,,N,21,21,2.0,N,,0,S,4,14,,N,
17077,17,"PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES, LICENCIATURA EN EDUCACIÓN Y LICENCIATURA EN HISTORIA",UNIVERSIDAD AUSTRAL DE CHILE,14,15,40,15,10,0,20.0,,N,485,,38,12.0,,,,N,,,N,21,21,2.0,S,,0,S,12,14,,N,
17078,17,"INGENIERIA COMERCIAL, LIC. EN CIENCIAS DE LA ADMI. DE EMPRESAS",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,25,0,10.0,10.0,N,485,,75,20.0,,,,N,,,S,21,21,2.0,N,,0,S,8,10,,N,
17079,17,"INGENIERIA CIVIL MECANICA, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,50,11.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,3.0,S,
17082,17,"DERECHO, LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,30,10,0,20.0,,N,500,,120,25.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N,S
17084,17,"PEDAGOGIA EN LENGUAJE Y COMUNICACION, LICENCIATURA EN EDUCACION",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,30,10,0,10.0,,N,485,,45,10.0,,,,N,,,N,21,21,2.0,S,,0,S,15,14,,N,S
17085,17,"PEDAGOGIA EN COMUNICACION EN LENGUA INGLESA, LICENCIATURA EN EDUCACION",UNIVERSIDAD AUSTRAL DE CHILE,14,10,50,20,10,0,10.0,,N,485,,50,20.0,,,,N,,,N,21,21,2.0,S,,0,S,12,14,,N,
17086,17,"TECNOLOGIA MEDICA, LICENCIATURA EN TECNOLOGIA MEDICA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,20,0,,15.0,N,500,,65,20.0,,,,N,,,N,21,21,2.0,N,,0,S,8,10,,N,
17087,17,"FONOAUDIOLOGIA, LICENCIATURA EN FONOAUDIOLOGIA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,25,10,0,,15.0,N,485,,50,30.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,,N,
17088,17,"PSICOLOGIA, LICENCIATURA EN PSICOLOGIA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,20,20,0,10.0,10.0,N,485,,70,20.0,,,,N,,,S,21,21,2.0,N,,0,S,9,10,,N,
17089,17,"ODONTOLOGIA, LICENCIATURA EN CIENCIAS ODONTOLOGICAS",UNIVERSIDAD AUSTRAL DE CHILE,14,15,35,20,15,0,,15.0,N,500,,66,20.0,,,,N,,,N,21,21,2.0,N,,0,S,4,14,,N,
17807,17,INGENIERIA PLAN COMÚN,UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,42,16.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,4.0,S,S
17808,17,"PEDAGOGIA EN EDUCACION DIFERENCIAL C/M, LICENCIATURA EN EDUCACION",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,25,15,0,10.0,,N,485,,40,13.0,,,,N,,,N,21,21,2.0,S,,0,S,15,10,,N,
17811,17,"PEDAGOGÍA EN MATEMÁTICAS, LICENCIATURA EN EDUCACIÓN",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,10,25,5,10.0,10.0,S,485,,25,13.0,,,,N,,,S,21,21,2.0,S,,0,S,15,10,,N,
17815,17,"ING EN INFORMACION Y CONTROL DE GESTIÓN, LICENCIATURA EN CS. DE LA INFORMACION Y CONTROL DE GESTIÓN",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,10,30,0,10.0,10.0,N,485,,45,15.0,,,,N,,,S,21,21,2.0,N,,0,S,7,10,,N,
17816,17,LICENCIATURA EN CIENCIAS CON MENCIÓN,UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,15,25,0,,10.0,N,500,,10,6.0,,,,N,,,N,21,21,2.0,N,,0,S,3,14,2.0,S,
17821,17,"GEOLOGÍA, LICENCIATURA EN GEOLOGÍA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,10,25,0,,15.0,N,485,,50,20.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,4.0,S,
17822,17,"INGENIERÍA CIVIL INDUSTRIAL, LICENCIATURA EN CIENCIAS DE LA INGENIERÍA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,70,20.0,,,,N,,,N,21,21,2.0,N,,0,S,12,14,2.0,S,
17823,17,"PEDAGOGÍA EN EDUCACIÓN BASICA CON MENCIONES, LICENCIATURA EN EDUCACIÓN",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,20,20,0,10.0,10.0,N,485,,35,15.0,,,,N,,,S,21,21,2.0,S,,0,S,12,10,,N,
17825,17,"ENFERMERÍA, LICENCIATURA EN ENFERMERÍA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,20,0,,15.0,N,500,,50,22.0,,,,N,,,N,21,21,2.0,N,,0,S,8,10,,N,
17826,17,"PSICOLOGÍA, LICENCIATURA EN PSICOLOGÍA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,20,20,0,10.0,10.0,N,485,,57,9.0,,,,N,,,S,21,21,2.0,N,,0,S,6,14,,N,
17827,17,INGENIERIA EN CONSERVACIÓN DE RECURSOS NATURALES - INGENIERÍA FORESTAL,UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,15,25,5,,15.0,S,485,,60,15.0,,,,N,,,N,21,21,2.0,N,,0,S,11,14,4.0,S,
17831,17,"ADMINISTRACIÓN PUBLICA, LICENCIATURA EN ADMINISTRACIÓN PUBLICA Y CIENCIAS POLITICAS",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,25,15,0,10.0,,N,485,,45,26.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,,N,
17832,17,"TERAPIA OCUPACIONAL, LICENCIATURA EN TERAPIA OCUPACIONAL",UNIVERSIDAD AUSTRAL DE CHILE,14,15,30,20,20,0,,15.0,N,500,,45,11.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,N,
17833,17,"ARTES MUSICALES Y SONORAS, LICENCIATURA EN ARTES MUSICALES Y SONORAS",UNIVERSIDAD AUSTRAL DE CHILE,14,10,10,20,20,0,10.0,10.0,N,485,,30,5.0,,,,S,PONDERA,30.0,S,21,21,2.0,N,,0,S,11,14,,N,N
17834,17,"DISEÑO, LICENCIATURA EN DISEÑO",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,20,20,0,10.0,10.0,N,485,,45,15.0,,,,N,,,S,21,21,2.0,N,,0,S,10,14,,N,
17835,17,"DERECHO, LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,30,10,0,20.0,,N,500,,45,20.0,,,,N,,,N,21,21,2.0,N,,0,S,8,10,,N,N
17836,17,"CREACIÓN AUDIOVISUAL, LICENCIATURA EN CREACIÓN AUDIOVISUAL",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,25,20,0,15.0,,N,485,,30,15.0,,,,N,,,N,21,21,2.0,N,,0,S,8,14,,N,
17837,17,"ARQUEOLOGÍA, LICENCIATURA EN ARQUEOLOGÍA",UNIVERSIDAD AUSTRAL DE CHILE,14,15,35,20,10,0,20.0,,N,485,,40,18.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,,N,
17838,17,"ADMINISTRACIÓN PÚBLICA, LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y CIENCIAS POLÍTICAS",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,25,15,0,10.0,,N,485,,55,19.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N,
17839,17,"INGENIERÍA AMBIENTAL, LICENCIATURA EN CIENCIAS AMBIENTALES",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,20,25,5,,10.0,S,485,,35,15.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,4.0,S,
17840,17,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA, LICENCIATURA EN EDUCACIÓN",UNIVERSIDAD AUSTRAL DE CHILE,14,10,50,15,10,0,15.0,,N,485,,30,15.0,,,,N,,,N,21,21,2.0,S,,0,S,15,10,,N,
17841,17,"TRABAJO SOCIAL, LICENCIATURA EN TRABAJO SOCIAL",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,20,15,0,15.0,,N,485,,40,15.0,,,,N,,,N,21,21,2.0,N,,0,S,4,10,,N,
17842,17,"PEDAGOGÍA EN EDUCACIÓN PARVULARIA, LICENCIATURA EN EDUCACIÓN",UNIVERSIDAD AUSTRAL DE CHILE,14,10,50,15,10,0,15.0,,N,485,,42,15.0,,,,N,,,N,21,21,2.0,S,,0,S,10,14,,N,
17843,17,QUÍMICA,UNIVERSIDAD AUSTRAL DE CHILE,14,15,30,15,20,0,,20.0,N,500,,20,8.0,,,,N,,,N,21,21,2.0,N,,0,S,3,14,3.0,S,
17844,17,BIOLOGÍA,UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,20,20,0,,20.0,N,500,,50,11.0,,,,N,,,N,21,21,2.0,N,,0,S,4,14,4.0,S,
18039,18,PERIODISMO,UNIVERSIDAD CATOLICA DEL NORTE,2,25,45,10,10,0,10.0,,N,458,500.0,35,15.0,,,,N,,,N,21,21,1.0,N,,0,S,12,2,,N,
18040,18,ARQUITECTURA,UNIVERSIDAD CATOLICA DEL NORTE,2,25,30,15,20,0,10.0,10.0,N,458,500.0,72,25.0,,,,N,,,S,21,21,1.0,N,,0,S,17,2,,N,
18041,18,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD CATOLICA DEL NORTE,2,20,45,10,10,5,10.0,10.0,S,458,500.0,15,15.0,,,,N,,,S,21,21,1.0,N,,0,S,13,2,3.0,S,
18046,18,INGENIERIA COMERCIAL,UNIVERSIDAD CATOLICA DEL NORTE,2,25,45,10,10,0,10.0,10.0,N,458,500.0,115,30.0,,,,N,,,S,21,21,1.0,N,,0,S,10,2,,N,
18054,18,GEOLOGIA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,30,10,20,10,,10.0,S,458,500.0,55,10.0,,,,N,,,N,21,21,2.0,N,,0,S,4,2,1.0,S,
18055,18,INGENIERÍA CIVIL PLAN COMÚN,UNIVERSIDAD CATOLICA DEL NORTE,2,25,40,10,10,5,10.0,10.0,S,458,500.0,35,15.0,,,,N,,,S,21,21,1.0,N,,0,S,16,2,5.0,S,
18056,18,CONTADOR AUDITOR - CONTADOR PUBLICO (DIURNO),UNIVERSIDAD CATOLICA DEL NORTE,2,25,45,10,10,0,10.0,10.0,N,458,500.0,30,18.0,,,,N,,,S,21,21,1.0,N,,0,S,15,2,,N,
18057,18,INGENIERIA EN COMPUTACION E INFORMATICA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,35,10,20,5,10.0,10.0,S,458,500.0,45,30.0,,,,N,,,S,21,21,1.0,N,,0,S,10,2,3.0,S,
18058,18,INGENIERIA EN METALURGIA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,35,10,20,5,10.0,10.0,S,458,500.0,15,11.0,,,,N,,,S,21,21,1.0,N,,0,S,10,2,3.0,S,S
18060,18,DERECHO,UNIVERSIDAD CATOLICA DEL NORTE,2,20,40,20,10,0,10.0,,N,458,500.0,115,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,2,,N,
18061,18,PSICOLOGIA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,40,15,15,0,10.0,10.0,N,458,500.0,60,10.0,,,,N,,,S,21,21,3.0,N,,0,S,7,2,,N,
18062,18,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD CATOLICA DEL NORTE,2,15,30,10,30,5,10.0,10.0,S,458,500.0,90,15.0,,,,N,,,S,21,21,2.0,N,,0,S,7,2,1.0,S,
18063,18,QUIMICA Y FARMACIA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,30,20,10,0,,20.0,N,458,500.0,60,5.0,,,,N,,,N,21,21,1.0,N,,0,S,7,2,,N,
18064,18,LICENCIATURA EN FISICA CON MENCION EN ASTRONOMIA,UNIVERSIDAD CATOLICA DEL NORTE,2,15,35,20,20,0,,10.0,N,458,500.0,30,20.0,,,,N,,,N,21,21,1.0,N,,0,S,8,2,6.0,S,
18065,18,INGENIERIA CIVIL AMBIENTAL,UNIVERSIDAD CATOLICA DEL NORTE,2,20,35,10,20,5,10.0,10.0,S,458,500.0,25,15.0,,,,N,,,S,21,21,1.0,N,,0,S,10,2,5.0,S,
18066,18,PEDAGOGIA EN INGLES,UNIVERSIDAD CATOLICA DEL NORTE,2,30,40,10,10,0,10.0,,N,458,,50,20.0,,,,N,,,N,21,21,1.0,S,,1,S,7,2,,N,S
18067,18,INGENIERIA CIVIL,UNIVERSIDAD CATOLICA DEL NORTE,2,20,30,10,25,5,10.0,10.0,S,458,500.0,40,27.0,,,,N,,,S,21,21,1.0,N,,0,S,10,2,7.0,S,
18068,18,INGENIERIA CIVIL EN COMPUTACION E INFORMATICA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,30,15,20,5,10.0,10.0,S,458,500.0,102,25.0,,,,N,,,S,21,21,1.0,N,,0,S,12,2,3.0,S,S
18069,18,INGENIERIA CIVIL METALURGICA,UNIVERSIDAD CATOLICA DEL NORTE,2,15,30,10,30,5,10.0,10.0,S,458,500.0,55,25.0,,,,N,,,S,21,21,1.0,N,,0,S,15,2,9.0,S,
18070,18,INGENIERIA CIVIL QUIMICA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,40,10,15,5,10.0,10.0,S,458,500.0,26,15.0,,,,N,,,S,21,21,1.0,N,,0,S,15,2,5.0,S,
18071,18,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,UNIVERSIDAD CATOLICA DEL NORTE,2,25,45,10,10,0,10.0,10.0,N,458,500.0,35,20.0,,,,N,,,S,21,21,1.0,N,,0,S,10,2,,N,
18072,18,INGENIERIA CIVIL DE MINAS,UNIVERSIDAD CATOLICA DEL NORTE,2,15,30,10,30,5,10.0,10.0,S,458,500.0,62,30.0,,,,N,,,S,21,21,1.0,N,,0,S,8,2,1.0,S,
18073,18,PEDAGOGIA EN EDUCACION BASICA CON ESPECIALIZACION,UNIVERSIDAD CATOLICA DEL NORTE,2,20,40,20,10,0,10.0,10.0,N,458,,25,15.0,,,,N,,,S,21,21,1.0,S,,1,S,7,2,,N,
18074,18,LICENCIATURA EN MATEMÁTICA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,40,10,20,0,,10.0,N,458,500.0,5,5.0,,,,N,,,N,21,21,1.0,N,,0,S,16,2,1.0,S,
18075,18,PEDAGOGIA EN MATEMATICA EN EDUCACION MEDIA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,35,10,20,5,,10.0,S,458,,17,10.0,,,,N,,,N,21,21,1.0,S,,1,S,7,2,,N,S
18077,18,ANALISTA QUIMICO,UNIVERSIDAD CATOLICA DEL NORTE,2,35,35,10,10,0,,10.0,N,458,500.0,10,5.0,,,,N,,,N,21,21,1.0,N,,0,S,12,2,1.0,S,
18079,18,QUIMICA INDUSTRIAL,UNIVERSIDAD CATOLICA DEL NORTE,2,25,40,15,10,0,,10.0,N,458,500.0,10,3.0,,,,N,,,N,21,21,1.0,N,,0,S,18,2,1.0,S,
18080,18,BIOLOGIA MARINA,UNIVERSIDAD CATOLICA DEL NORTE,2,30,40,10,10,0,10.0,10.0,N,458,500.0,46,37.0,,,,N,,,S,21,21,1.0,N,,0,S,20,4,8.0,S,
18081,18,INGENIERIA EN ACUICULTURA,UNIVERSIDAD CATOLICA DEL NORTE,2,30,40,10,10,0,10.0,10.0,N,458,500.0,12,10.0,,,,N,,,S,21,21,1.0,N,,0,S,12,4,,N,
18083,18,DERECHO,UNIVERSIDAD CATOLICA DEL NORTE,2,20,40,20,10,0,10.0,,N,458,500.0,115,15.0,,,,N,,,N,21,21,3.0,N,,0,S,12,4,,N,
18084,18,INGENIERIA COMERCIAL,UNIVERSIDAD CATOLICA DEL NORTE,2,15,40,10,25,0,10.0,10.0,N,458,500.0,115,30.0,,,,N,,,S,21,21,2.0,N,,0,S,10,4,,N,
18085,18,PEDAGOGIA EN FILOSOFIA Y RELIGION,UNIVERSIDAD CATOLICA DEL NORTE,2,25,40,15,10,0,10.0,10.0,N,458,,7,1.0,,,,N,,,S,21,21,1.0,S,,1,S,3,4,,N,
18086,18,INGENIERIA EN PREVENCION DE RIESGOS Y MEDIOAMBIENTE,UNIVERSIDAD CATOLICA DEL NORTE,2,25,40,10,10,5,10.0,10.0,S,458,500.0,25,23.0,,,,N,,,S,21,21,1.0,N,,0,S,15,4,5.0,S,
18087,18,MEDICINA,UNIVERSIDAD CATOLICA DEL NORTE,2,15,25,20,20,0,,20.0,N,458,500.0,48,4.0,,,,N,,,N,21,21,3.0,N,,0,S,2,4,,N,
18089,18,ENFERMERIA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,25,20,20,0,,15.0,N,458,500.0,35,7.0,,,,N,,,N,21,21,3.0,N,,0,S,4,4,,N,N
