CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA
15441,15,INGENIERIA EN FABRICACION Y DISEÃ‘O INDUSTRIAL,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,20,9.0,,,,N,,,S,21,21,2.0,N,,0,S,12,5,4.0,S
15462,15,INGENIERIA EN INFORMATICA,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,70,12.0,,,,N,,,S,21,21,2.0,N,,0,S,12,5,10.0,S
15474,15,INGENIERIA EN PREVENCION DE RIESGOS LABORALES Y AMBIENTALES,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,15,7.0,,,,N,,,S,21,21,2.0,N,,0,S,12,5,3.0,S
15485,15,INGENIERÃA EN BIOTECNOLOGÃA,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,30,8.0,,,,N,,,S,21,21,2.0,N,,0,S,12,5,6.0,S
15540,15,INGENIERIA EN MANTENIMIENTO INDUSTRIAL,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,15,8.0,,,,N,,,S,21,21,2.0,N,,0,S,12,8,3.0,S
15562,15,INGENIERIA EN INFORMATICA,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,50,22.0,,,,N,,,S,21,21,2.0,N,,0,S,12,8,10.0,S
15574,15,INGENIERIA EN PREVENCION DE RIESGOS LABORALES Y AMBIENTALES,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,15,13.0,,,,N,,,S,21,21,2.0,N,,0,S,12,8,3.0,S
15585,15,INGENIERÃA EN BIOTECNOLOGÃA,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,5,15,20,10,35,10,10.0,10.0,S,485,500.0,15,7.0,,,,N,,,S,21,21,2.0,N,,0,S,12,8,3.0,S
16001,16,INGENIERÃA CIVIL EN ELECTRICIDAD,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,90,15.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S
16003,16,INGENIERÃA CIVIL EN INDUSTRIA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,100,25.0,,,,N,,,N,21,21,7.0,N,,0,S,6,13,14.0,S
16004,16,INGENIERÃA CIVIL EN INFORMÃTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,15,10,15,,10.0,S,485,550.0,70,20.0,,,,N,,,N,21,21,7.0,N,,0,S,6,13,14.0,S
16005,16,INGENIERÃA CIVIL EN MECÃNICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,90,20.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,6.0,S
16006,16,INGENIERÃA CIVIL EN METALURGIA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,50,15.0,,,,N,,,N,21,21,2.0,N,,0,S,5,13,5.0,S
16007,16,INGENIERÃA CIVIL EN MINAS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,70,20.0,,,,N,,,N,21,21,7.0,N,,0,S,8,13,10.0,S
16008,16,INGENIERÃA CIVIL EN OBRAS CIVILES,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,90,25.0,,,,N,,,N,21,21,3.0,N,,0,S,7,13,5.0,S
16009,16,INGENIERÃA CIVIL EN QUÃMICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,65,15.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S
16011,16,INGENIERÃA DE EJECUCIÃ“N EN ELECTRICIDAD,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,20,10,,10.0,S,485,500.0,50,15.0,,,,N,,,N,21,21,6.0,N,,0,S,5,13,6.0,S
16013,16,INGENIERÃA DE EJECUCIÃ“N EN INDUSTRIA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,20,10,,10.0,S,485,500.0,62,10.0,,,,N,,,N,21,21,5.0,N,,0,S,5,13,4.0,S
16014,16,INGENIERÃA DE EJECUCIÃ“N EN COMPUTACIÃ“N E INFORMÃTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,15,10,15,,10.0,S,485,550.0,50,12.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S
16015,16,INGENIERÃA DE EJECUCIÃ“N EN MECÃNICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,20,10,,10.0,S,485,500.0,45,10.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,5.0,S
16016,16,INGENIERÃA DE EJECUCIÃ“N EN METALURGIA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,20,10,,10.0,S,485,500.0,25,7.0,,,,N,,,N,21,21,2.0,N,,0,S,5,13,5.0,S
16017,16,INGENIERÃA DE EJECUCIÃ“N EN MINAS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,20,10,,10.0,S,485,500.0,52,12.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,7.0,S
16019,16,INGENIERÃA DE EJECUCIÃ“N EN QUÃMICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,20,10,,10.0,S,485,500.0,32,12.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S
16021,16,INGENIERÃA DE EJECUCIÃ“N EN CLIMATIZACIÃ“N,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,20,10,,10.0,S,485,500.0,15,10.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,3.0,S
16030,16,BACHILLERATO EN CIENCIAS Y HUMANIDADES,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,550.0,150,40.0,,,,N,,,S,21,21,5.0,N,,0,S,8,13,14.0,S
16034,16,ADMINISTRACIÃ“N PÃšBLICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,20,0,10.0,,N,485,550.0,90,60.0,,,,N,,,N,21,21,4.0,N,,0,S,10,13,,N
16035,16,INGENIERÃA COMERCIAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,25,5,10.0,10.0,S,485,550.0,350,100.0,,,,N,,,S,21,21,8.0,N,,0,S,10,13,,N
16036,16,CONTADOR PÃšBLICO Y AUDITOR (DIURNO),UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,25,5,10.0,10.0,S,485,550.0,220,40.0,,,,N,,,S,21,21,3.0,N,,0,S,10,13,,N
16038,16,CONTADOR PÃšBLICO Y AUDITOR (VESPERTINO),UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,25,5,10.0,10.0,S,485,550.0,30,15.0,,,,N,,,S,21,21,3.0,N,,0,S,5,13,,N
16039,16,QUÃMICA Y FARMACIA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,,10.0,N,485,550.0,70,18.0,,,,N,,,N,21,21,6.0,N,,0,S,6,13,,N
16040,16,TÃ‰CNICO UNIVERSITARIO EN ANÃLISIS QUÃMICO Y FÃSICO,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,,10.0,N,485,450.0,20,8.0,,,,N,,,N,21,21,3.0,N,,0,S,6,13,4.0,S
16041,16,BIOQUÃMICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,,10.0,N,485,550.0,40,15.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,8.0,S
16042,16,INGENIERÃA FÃSICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,15,15,,10.0,S,485,580.0,40,5.0,,,,N,,,N,21,21,3.0,N,,0,S,6,13,6.0,S
16043,16,PEDAGOGÃA EN QUÃMICA Y BIOLOGÃA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,,10.0,N,485,550.0,25,10.0,,,,N,,,N,21,21,3.0,S,,0,S,5,13,,N
16044,16,QUÃMICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,,10.0,N,485,550.0,20,5.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,4.0,S
16045,16,PEDAGOGÃA EN MATEMÃTICA Y COMPUTACIÃ“N,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,20,10,,10.0,S,485,510.0,30,10.0,,,,N,,,N,21,21,3.0,S,,0,S,5,13,,N
16046,16,ANALISTA EN COMPUTACIÃ“N CIENTÃFICA / LIC.EN CIENCIA DE LA COMPUTACIÃ“N,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,20,10,,10.0,S,485,510.0,46,12.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,5.0,S
16047,16,INGENIERÃA MATEMÃTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,20,10,,10.0,S,485,550.0,45,8.0,,,,N,,,N,21,21,3.0,N,,0,S,6,13,6.0,S
16048,16,INGENIERÃA ESTADÃSTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,20,10,,10.0,S,485,500.0,35,5.0,,,,N,,,N,21,21,3.0,N,,0,S,6,13,3.0,S
16049,16,PEDAGOGÃA EN FÃSICA Y MATEMÃTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,20,10,,10.0,S,485,550.0,22,4.0,,,,N,,,N,21,21,1.0,S,,0,S,5,13,,N
16050,16,PEDAGOGÃA EN CASTELLANO,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,,N,485,550.0,46,10.0,,,,N,,,N,21,21,3.0,S,,0,S,5,13,,N
16051,16,PEDAGOGÃA EN HISTORIA Y CIENCIAS SOCIALES,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,10,0,20.0,,N,485,550.0,50,12.0,,,,N,,,N,21,21,3.0,S,,0,S,5,13,,N
16052,16,PEDAGOGÃA EN INGLÃ‰S,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,,N,485,550.0,40,10.0,,,,N,,,N,21,21,3.0,S,,0,S,5,13,,N
16053,16,PEDAGOGÃA EN FILOSOFÃA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,,N,485,510.0,25,10.0,,,,N,,,N,21,21,2.0,S,,0,S,5,13,,N
16054,16,LICENCIATURA EN LING.  APLIC. A LA TRAD. INGLÃ‰S - JAPONÃ‰S E INGLÃ‰S PORTUG.,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,,N,485,550.0,40,10.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,,N
16055,16,PERIODISMO,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,,N,485,550.0,70,13.0,,,,N,,,N,21,21,2.0,N,,0,S,5,13,,N
16056,16,PEDAGOGÃA EN EDUCACIÃ“N GENERAL BÃSICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,550.0,43,8.0,,,,N,,,S,21,21,2.0,S,,0,S,5,13,,N
16057,16,LICENCIATURA EN ESTUDIOS INTERNACIONALES,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,10,0,20.0,,N,485,550.0,48,11.0,,,,N,,,N,21,21,2.0,N,,0,S,5,13,,N
16058,16,LICENCIATURA EN HISTORIA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,10,0,20.0,,N,485,550.0,35,15.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,,N
16060,16,PSICOLOGÃA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,25,15,0,10.0,,N,485,550.0,70,20.0,,,,N,,,N,21,21,6.0,N,,0,S,8,13,,N
16066,16,PUBLICIDAD,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,10.0,N,485,500.0,45,30.0,,,,N,,,S,21,21,4.0,N,,0,S,5,13,,N
16067,16,INGENIERÃA DE ALIMENTOS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,20,5,,10.0,S,485,450.0,30,12.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S
16068,16,INGENIERÃA EN AGRONEGOCIOS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,20,7.0,,,,N,,,S,21,21,3.0,N,,0,S,5,13,,N
16070,16,ARQUITECTURA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,15,0,15.0,15.0,N,485,550.0,80,10.0,40.0,,,N,,,S,21,21,2.0,N,,0,S,6,13,,N
16081,16,TECNOLOGÃA EN ALIMENTOS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,20,8.0,,,,N,,,S,21,21,5.0,N,,0,S,6,13,4.0,S
16082,16,TECNOLOGÃA EN CONSTRUCCIONES,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,25,10.0,,,,N,,,S,21,21,5.0,N,,0,S,6,13,4.0,S
16085,16,TECNOLOGÃA EN AUTOMATIZACIÃ“N INDUSTRIAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,6,13,4.0,S
16086,16,TECNOLOGÃA EN MANTENIMIENTO INDUSTRIAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,25,10.0,,,,N,,,S,21,21,5.0,N,,0,S,6,13,4.0,S
16089,16,TECNOLOGÃA EN TELECOMUNICACIONES,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,6,13,4.0,S
16091,16,MEDICINA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,15,0,,20.0,N,485,600.0,45,8.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,,N
16092,16,ENFERMERÃA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,15,0,,20.0,N,485,600.0,45,10.0,,,,N,,,N,21,21,5.0,N,,0,S,5,13,,N
16093,16,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,15,0,,20.0,N,485,600.0,45,5.0,,,,N,,,N,21,21,2.0,N,,0,S,5,13,,N
16095,16,PEDAGOGÃA EN EDUCACIÃ“N FÃSICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,15,0,,20.0,N,485,470.0,40,8.0,,,,N,,,N,21,21,4.0,S,,0,S,5,13,,N
16096,16,LICENCIATURA EN CS DE LA ACTIVIDAD FÃSICA / TERAPEUTA EN ACT FÃSICA Y SALUD,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,15,0,,20.0,N,485,470.0,25,6.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,,N
16097,16,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÃSICA / ENTRENADOR DEPORTIVO,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,15,0,,20.0,N,485,470.0,40,8.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,,N
16098,16,KINESIOLOGÃA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,15,0,,20.0,N,485,600.0,48,12.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,,N
16099,16,TERAPIA OCUPACIONAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,10,0,,20.0,N,485,600.0,40,10.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,,N
16100,16,DERECHO,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,10,0,20.0,,N,485,550.0,200,50.0,,,,N,,,N,21,21,5.0,N,,0,S,9,13,,N
16101,16,INGENIERÃA CIVIL BIOMÃ‰DICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,60,20.0,,,,N,,,N,21,21,4.0,N,,0,S,7,13,8.0,S
16102,16,INGENIERÃA CIVIL EN TELEMÃTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,45,12.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S
16103,16,INGENIERÃA CIVIL MECATRÃ“NICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,90,20.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,6.0,S
16104,16,INGENIERÃA CIVIL EN BIOTECNOLOGÃA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,70,15.0,,,,N,,,N,21,21,4.0,N,,0,S,6,13,8.0,S
16105,16,INGENIERÃA CIVIL EN AMBIENTE,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,40,10.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,4.0,S
16106,16,DISEÃ‘O EN COMUNICACIÃ“N VISUAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,30,10,0,10.0,10.0,N,485,500.0,40,14.0,,,,N,,,S,21,21,3.0,N,,0,S,5,13,,N
16107,16,INGENIERÃA CIVIL EN GEOMENSURA Y GEOMÃTICA,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,30,15.0,,,,N,,,N,21,21,5.0,N,,0,S,5,13,6.0,S
16108,16,ASTROFÃSICA CON MENCIÃ“N EN CIENCIA DE DATOS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,10,10,20,,10.0,S,485,600.0,25,5.0,,,,N,,,N,21,21,3.0,N,,0,S,5,13,5.0,S
16109,16,DISEÃ‘O INDUSTRIAL,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,450.0,50,16.0,,,,N,,,S,21,21,2.0,N,,0,S,5,13,6.0,S
16110,16,ANÃLISIS Y GESTIÃ“N DE PROCESOS PRODUCTIVOS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,15,25,0,10.0,10.0,N,485,450.0,38,15.0,,,,N,,,S,21,21,3.0,N,,0,S,6,13,4.0,S
16111,16,INGENIERÃA CIVIL EN TERRITORIO Y MEDIOAMBIENTE,UNIVERSIDAD DE SANTIAGO DE CHILE,13,25,25,10,15,15,,10.0,S,485,550.0,25,10.0,,,,N,,,N,21,21,5.0,N,,0,S,6,13,5.0,S
16112,16,GESTIÃ“N DE PERSONAS,UNIVERSIDAD DE SANTIAGO DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,450.0,43,10.0,,,,N,,,S,21,21,2.0,N,,0,S,6,13,,N
17000,17,"AGRONOMIA, LICENCIATURA EN AGRONOMÃA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,25,0,,10.0,N,485,,100,25.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N
17001,17,"BIOLOGIA MARINA, LICENCIATURA EN BIOLOGIA MARINA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,10,20,0,,20.0,N,485,,50,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,14,4.0,S
17002,17,"BIOQUIMICA, LICENCIATURA EN BIOQUIMICA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,35,15,25,0,,15.0,N,500,,50,20.0,,,,N,,,N,21,21,2.0,N,,0,S,11,14,4.0,S
17003,17,"AUDITORIA, LICENCIATURA EN CONTROL DE GESTION",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,25,0,10.0,10.0,N,485,,50,15.0,,,,N,,,S,21,21,2.0,N,,0,S,10,14,,N
17004,17,"INGENIERIA CIVIL EN OBRAS CIVILES, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,500,,70,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,3.0,S
17005,17,"ENFERMERIA, LICENCIATURA EN ENFERMERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,20,0,,15.0,N,500,,60,20.0,,,,N,,,N,21,21,2.0,N,,0,S,3,14,,N
17008,17,"INGENIERIA CIVIL EN INFORMATICA, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,85,20.0,,,,N,,,N,21,21,2.0,N,,0,S,15,14,4.0,S
17009,17,"INGENIERÃA COMERCIAL, LIC. EN CIENCIAS DE LA ADMI. DE EMPRESAS",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,25,0,10.0,10.0,N,485,,100,30.0,,,,N,,,S,21,21,2.0,N,,0,S,12,14,,N
17013,17,"MEDICINA: CAMPO CLINICO VALDIVIA, LICENCIATURA EN MEDICINA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,15,30,0,,15.0,N,500,,46,7.0,,,,N,,,N,21,21,1.0,N,,0,S,1,14,,N
17014,17,"MEDICINA VETERINARIA, LICENCIATURA EN MEDICINA VETERINARIA",UNIVERSIDAD AUSTRAL DE CHILE,14,15,30,10,25,0,,20.0,N,500,,100,20.0,,,,N,,,N,21,21,2.0,N,,0,S,9,14,,N
17015,17,"OBSTETRICIA Y PUERICULTURA, LICENCIATURA EN OBSTETRICIA Y PUERICULTURA",UNIVERSIDAD AUSTRAL DE CHILE,14,15,35,20,15,0,,15.0,N,500,,50,10.0,,,,N,,,N,21,21,2.0,N,,0,S,4,14,,N
17028,17,"TECNOLOGIA MEDICA, LICENCIATURA EN TECNOLOGÃA MEDICA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,15,20,0,,15.0,N,500,,57,18.0,,,,N,,,N,21,21,2.0,N,,0,S,5,14,,N
17029,17,"ANTROPOLOGIA, LICENCIATURA EN ANTROPOLOGIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,25,10,0,15.0,,N,485,,42,15.0,,,,N,,,N,21,21,2.0,N,,0,S,8,14,,N
17030,17,"INGENIERIA CIVIL ACUSTICA, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,20,15.0,,,,N,,,N,21,21,2.0,N,,0,S,13,14,2.0,S
17031,17,"MEDICINA : CAMPO CLINICO OSORNO, LICENCIATURA EN MEDICINA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,15,30,0,,15.0,N,500,,19,4.0,,,,N,,,N,21,21,1.0,N,,0,S,2,14,,N
17032,17,"TERAPIA OCUPACIONAL, LICENCIATURA EN TERAPIA OCUPACIONAL",UNIVERSIDAD AUSTRAL DE CHILE,14,15,30,20,20,0,,15.0,N,500,,52,15.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N
17033,17,"ARQUITECTURA, LICENCIATURA EN ARQUITECTURA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,20,15,35,0,10.0,10.0,N,500,,80,20.0,,,,N,,,S,21,21,2.0,N,,0,S,11,14,,N
17034,17,"QUIMICA Y FARMACIA, LICENCIATURA EN CIENCIAS FARMACEUTICAS",UNIVERSIDAD AUSTRAL DE CHILE,14,15,35,15,15,0,,20.0,N,500,,90,20.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N
17036,17,"INGENIERIA CIVIL ELECTRONICA, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,52,15.0,,,,N,,,N,21,21,2.0,N,,0,S,8,14,3.0,S
17037,17,"INGENIERIA EN CONSTRUCCION, LICENCIATURA EN CIENCIAS DE LA CONSTRUCCIÃ“N",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,67,10.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,4.0,S
17040,17,"INGENIERIA NAVAL, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,55,18.0,,,,N,,,N,21,21,2.0,N,,0,S,8,14,3.0,S
17052,17,"INGENIERIA CIVIL INDUSTRIAL, LICENCIATURA EN CIENCIAS DE LA INGENIERIA",UNIVERSIDAD AUSTRAL DE CHILE,14,10,30,10,35,5,,10.0,S,485,,80,20.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,2.0,S
17054,17,"ADMINISTRACION DE EMPRESAS DE TURISMO, LICENCIATURA EN TURISMO",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,20,15,0,15.0,,N,485,,45,27.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N
17056,17,"PERIODISMO, LICENCIATURA EN COMUNICACION SOCIAL",UNIVERSIDAD AUSTRAL DE CHILE,14,10,40,25,10,0,15.0,,N,485,,42,18.0,,,,N,,,N,21,21,2.0,N,,0,S,10,14,,N
17065,17,LICENCIATURA EN ARTES VISUALES,UNIVERSIDAD AUSTRAL DE CHILE,14,30,30,15,10,0,15.0,,N,500,,40,10.0,,,,N,,,N,21,21,2.0,N,,0,S,11,14,,N
17074,17,"PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION, LICENCIATURA EN EDUCACION",UNIVERSIDAD AUSTRAL DE CHILE,14,20,40,15,10,0,15.0,15.0,N,485,,55,13.0,,,,N,,,S,21,21,2.0,S,,0,S,11,14,,N
17076,17,"KINESIOLOGIA, LICENCIATURA EN KINESIOLOGIA",UNIVERSIDAD AUSTRAL DE CHILE,14,20,30,10,25,0,,15.0,N,500,,57,20.0,,,,N,,,N,21,21,2.0,N,,0,S,4,14,,N
17077,17,"PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES, LICENCIATURA EN EDUCACIÃ“N Y LICENCIATURA EN HISTORIA",UNIVERSIDAD AUSTRAL DE CHILE,14,15,40,15,10,0,20.0,,N,485,,38,12.0,,,,N,,,N,21,21,2.0,S,,0,S,12,14,,N
